,year,mmwr_week,Reporting Area,Lyme disease current week,Lyme disease previous 52 weeks median ,Lyme disease previous 52 weeks maximum ,Lyme disease cummulative for 2015,Lyme disease cummulative for 2014,Malaria current week,Malaria previous 52 weeks median ,Malaria previous 52 weeks maximum ,Malaria cummulative for 2015,Malaria cummulative for 2014,"Meningococcal diseases, invasive�, All groups current week","Meningococcal diseases, invasive�, All groups previous 52 weeks median ","Meningococcal diseases, invasive�, All groups previous 52 weeks maximum ","Meningococcal diseases, invasive�, All groups cummulative for 2015","Meningococcal diseases, invasive�, All groups cummulative for 2014"
63,2015,5,Tenn.,0,0,3,0,0,0,0,2,0,4,0,0,2,1,1
64,2015,5,W.S. CENTRAL,0,0,6,0,0,0,2,10,1,8,1,0,4,3,5
65,2015,5,Ark.,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
66,2015,5,La.,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2
67,2015,5,Okla.,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2
68,2015,5,Tex.,0,0,5,0,0,0,1,9,1,6,1,0,3,3,1
69,2015,5,MOUNTAIN,0,1,8,1,3,0,1,6,0,9,0,0,3,0,7
70,2015,5,Ariz.,0,0,6,1,0,0,0,3,0,6,0,0,2,0,3
71,2015,5,Colo.,0,0,0,0,0,0,0,3,0,1,0,0,1,0,3
72,2015,5,Idaho,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
73,2015,5,Mont.,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0
74,2015,5,Nev.,0,0,2,0,1,0,0,2,0,0,0,0,1,0,0
75,2015,5,N. Mex.,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
76,2015,5,Utah,0,0,2,0,1,0,0,1,0,1,0,0,1,0,0
77,2015,5,Wyo.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78,2015,5,PACIFIC,2,2,7,5,2,0,3,7,4,1,1,1,6,9,9
79,2015,5,Alaska,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
80,2015,5,Calif.,0,0,4,0,0,0,1,5,1,0,0,1,5,5,0
81,2015,5,Hawaii,N,0,0,N,N,0,0,1,0,0,0,0,1,0,1
82,2015,5,Oreg.,2,1,3,4,2,0,0,2,3,0,1,0,2,4,7
83,2015,5,Wash.,0,0,2,0,0,0,0,3,0,0,0,0,6,0,1
84,2015,5,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2015,5,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2015,5,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2015,5,P.R.,N,0,0,N,N,0,0,1,0,0,0,0,0,0,1
88,2015,5,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
102,2015,5,,,,,,,,,,,,,,,,
22,2015,6,UNITED STATES,55,405,"1,861",492,984,4,24,54,55,131,1,7,16,29,58
23,2015,6,NEW ENGLAND,1,122,738,26,418,0,1,7,0,12,0,0,2,0,1
24,2015,6,Conn.,1,30,176,2,78,0,0,2,0,0,0,0,1,0,0
25,2015,6,Maine,0,16,94,16,32,0,0,1,0,2,0,0,1,0,0
26,2015,6,Mass.,0,55,429,0,237,0,1,5,0,7,0,0,1,0,1
27,2015,6,N.H.,0,4,67,0,39,0,0,1,0,2,0,0,0,0,0
28,2015,6,R.I.,0,11,83,0,5,0,0,3,0,1,0,0,1,0,0
29,2015,6,Vt.,0,8,48,8,27,0,0,2,0,0,0,0,0,0,0
30,2015,6,MID. ATLANTIC,41,187,952,306,425,0,6,24,15,38,1,1,3,1,4
31,2015,6,N.J.,0,39,191,40,141,0,1,5,1,5,0,0,1,0,1
32,2015,6,N.Y. (Upstate),21,46,171,54,48,0,1,4,5,6,1,0,2,1,1
33,2015,6,N.Y. City,2,3,441,15,0,0,3,16,6,18,0,0,2,0,1
34,2015,6,Pa.,18,84,633,197,236,0,1,7,3,9,0,0,2,0,1
35,2015,6,E.N. CENTRAL,1,15,130,17,38,0,2,6,5,11,0,1,4,2,3
36,2015,6,Ill.,0,1,21,0,1,0,1,4,1,3,0,0,2,0,0
37,2015,6,Ind.,0,1,11,3,1,0,0,3,0,1,0,0,1,0,0
38,2015,6,Mich.,0,1,13,8,4,0,0,2,1,3,0,0,2,0,1
39,2015,6,Ohio,1,1,10,5,1,0,0,3,3,4,0,0,2,2,0
40,2015,6,Wis.,0,10,99,1,31,0,0,2,0,0,0,0,1,0,2
41,2015,6,W.N. CENTRAL,0,2,23,2,6,0,1,4,3,8,0,0,1,1,7
42,2015,6,Iowa,0,1,20,1,1,0,0,2,0,3,0,0,1,0,1
43,2015,6,Kans.,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1
44,2015,6,Minn.,0,0,0,0,3,0,0,0,0,2,0,0,1,0,2
45,2015,6,Mo.,0,0,2,0,0,0,0,1,2,1,0,0,1,0,2
46,2015,6,Nebr.,0,0,4,1,2,0,0,2,1,1,0,0,1,1,0
47,2015,6,N. Dak.,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0
48,2015,6,S. Dak.,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
49,2015,6,S. ATLANTIC,11,52,190,135,88,4,7,19,24,35,0,1,6,11,17
50,2015,6,Del.,1,6,24,11,19,0,0,1,0,1,0,0,0,0,1
51,2015,6,D.C.,0,1,4,3,4,0,0,2,1,0,0,0,1,0,0
52,2015,6,Fla.,7,2,12,14,6,1,1,4,8,6,0,1,4,4,9
53,2015,6,Ga.,0,0,1,0,0,0,1,5,1,8,0,0,2,1,2
54,2015,6,Md.,1,15,82,73,39,3,2,9,7,12,0,0,1,1,1
55,2015,6,N.C.,1,0,78,7,3,0,0,8,1,1,0,0,3,2,3
56,2015,6,S.C.,0,1,3,1,2,0,0,1,1,1,0,0,3,0,0
57,2015,6,Va.,1,17,111,18,14,0,1,5,5,5,0,0,2,3,1
58,2015,6,W. Va.,0,2,15,8,1,0,0,1,0,1,0,0,1,0,0
59,2015,6,E.S. CENTRAL,1,2,10,3,2,0,0,5,1,7,0,0,2,1,2
60,2015,6,Ala.,1,1,7,3,0,0,0,3,1,0,0,0,1,0,0
61,2015,6,Ky.,0,0,5,0,2,0,0,2,0,2,0,0,1,0,1
62,2015,6,Miss.,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
63,2015,6,Tenn.,0,0,3,0,0,0,0,2,0,5,0,0,2,1,1
64,2015,6,W.S. CENTRAL,0,0,6,0,0,0,2,10,1,10,0,0,4,3,6
65,2015,6,Ark.,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
66,2015,6,La.,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2
67,2015,6,Okla.,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2
68,2015,6,Tex.,0,0,5,0,0,0,1,9,1,8,0,0,3,3,2
69,2015,6,MOUNTAIN,0,1,8,1,4,0,1,6,1,9,0,0,3,0,8
70,2015,6,Ariz.,0,0,6,1,1,0,0,3,1,6,0,0,2,0,3
71,2015,6,Colo.,0,0,0,0,0,0,0,3,0,1,0,0,1,0,3
72,2015,6,Idaho,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
73,2015,6,Mont.,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0
74,2015,6,Nev.,0,0,2,0,1,0,0,2,0,0,0,0,1,0,1
75,2015,6,N. Mex.,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
76,2015,6,Utah,0,0,2,0,1,0,0,1,0,1,0,0,1,0,0
77,2015,6,Wyo.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78,2015,6,PACIFIC,0,2,7,2,3,0,3,7,5,1,0,1,6,10,10
79,2015,6,Alaska,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
80,2015,6,Calif.,0,0,4,0,0,0,1,5,1,0,0,1,5,5,0
81,2015,6,Hawaii,N,0,0,N,N,0,0,1,0,0,0,0,1,0,1
82,2015,6,Oreg.,0,0,4,1,3,0,0,2,4,0,0,0,2,5,8
83,2015,6,Wash.,0,0,2,0,0,0,0,3,0,0,0,0,6,0,1
84,2015,6,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2015,6,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2015,6,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2015,6,P.R.,N,0,0,N,N,0,0,1,0,0,0,0,0,0,1
88,2015,6,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
102,2015,6,,,,,,,,,,,,,,,,
22,2015,7,UNITED STATES,33,406,"1,863",583,"1,112",4,24,54,67,152,2,7,16,38,65
23,2015,7,NEW ENGLAND,0,122,737,32,465,1,1,7,1,16,0,0,2,2,1
24,2015,7,Conn.,0,30,176,2,85,0,0,2,0,1,0,0,1,0,0
25,2015,7,Maine,0,16,94,16,36,0,0,1,0,2,0,0,1,0,0
26,2015,7,Mass.,0,56,429,0,266,0,1,5,0,10,0,0,1,0,1
27,2015,7,N.H.,0,3,67,0,44,0,0,1,0,2,0,0,0,0,0
28,2015,7,R.I.,0,11,83,0,5,1,0,3,1,1,0,0,2,2,0
29,2015,7,Vt.,0,8,48,14,29,0,0,2,0,0,0,0,0,0,0
30,2015,7,MID. ATLANTIC,25,187,953,368,488,2,6,24,17,39,0,1,3,1,4
31,2015,7,N.J.,0,39,191,50,163,0,1,5,1,5,0,0,1,0,1
32,2015,7,N.Y. (Upstate),9,46,171,65,54,0,1,4,5,6,0,0,2,1,1
33,2015,7,N.Y. City,4,3,441,19,3,2,3,16,8,19,0,0,2,0,1
34,2015,7,Pa.,12,84,634,234,268,0,1,7,3,9,0,0,2,0,1
35,2015,7,E.N. CENTRAL,0,15,131,18,40,0,2,6,8,17,0,1,4,2,3
36,2015,7,Ill.,0,1,21,0,1,0,1,4,3,4,0,0,2,0,0
37,2015,7,Ind.,0,1,12,3,1,0,0,3,1,2,0,0,1,0,0
38,2015,7,Mich.,0,1,13,8,4,0,0,1,1,5,0,0,2,0,1
39,2015,7,Ohio,0,1,10,6,1,0,0,3,3,6,0,0,2,2,0
40,2015,7,Wis.,0,10,99,1,33,0,0,2,0,0,0,0,1,0,2
41,2015,7,W.N. CENTRAL,0,2,23,2,6,0,1,4,3,11,1,0,2,4,7
42,2015,7,Iowa,0,1,20,1,1,0,0,2,0,4,0,0,1,1,1
43,2015,7,Kans.,0,0,2,0,0,0,0,2,0,1,0,0,0,0,1
44,2015,7,Minn.,0,0,0,0,3,0,0,0,0,2,0,0,1,0,2
45,2015,7,Mo.,0,0,2,0,0,0,0,1,2,2,1,0,1,2,2
46,2015,7,Nebr.,0,0,4,1,2,0,0,2,1,1,0,0,1,1,0
47,2015,7,N. Dak.,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0
48,2015,7,S. Dak.,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
49,2015,7,S. ATLANTIC,7,52,190,153,104,1,7,19,25,39,0,1,6,11,19
50,2015,7,Del.,2,6,24,14,21,0,0,1,0,1,0,0,0,0,1
51,2015,7,D.C.,0,1,4,3,8,0,0,2,1,0,0,0,1,0,0
52,2015,7,Fla.,0,2,12,14,7,0,1,4,8,6,0,1,4,4,9
53,2015,7,Ga.,0,0,1,0,0,0,1,5,1,9,0,0,2,1,3
54,2015,7,Md.,4,15,82,81,46,1,2,9,8,15,0,0,1,1,1
55,2015,7,N.C.,0,0,78,9,3,0,0,8,1,1,0,0,3,2,3
56,2015,7,S.C.,0,1,3,1,2,0,0,1,1,1,0,0,3,0,1
57,2015,7,Va.,1,17,115,23,16,0,1,5,5,5,0,0,2,3,1
58,2015,7,W. Va.,0,2,15,8,1,0,0,1,0,1,0,0,1,0,0
59,2015,7,E.S. CENTRAL,0,2,10,4,2,0,0,5,1,7,0,0,2,1,2
60,2015,7,Ala.,0,1,7,4,0,0,0,3,1,0,0,0,1,0,0
61,2015,7,Ky.,0,0,5,0,2,0,0,2,0,2,0,0,1,0,1
62,2015,7,Miss.,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
63,2015,7,Tenn.,0,0,3,0,0,0,0,2,0,5,0,0,2,1,1
64,2015,7,W.S. CENTRAL,0,0,6,0,0,0,2,10,3,10,0,0,4,3,8
65,2015,7,Ark.,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0
66,2015,7,La.,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2
67,2015,7,Okla.,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2
68,2015,7,Tex.,0,0,5,0,0,0,1,9,1,8,0,0,3,3,4
69,2015,7,MOUNTAIN,0,1,8,1,4,0,1,6,1,10,0,0,3,0,9
70,2015,7,Ariz.,0,0,6,1,1,0,0,3,1,6,0,0,2,0,3
71,2015,7,Colo.,0,0,0,0,0,0,0,3,0,2,0,0,1,0,3
72,2015,7,Idaho,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
73,2015,7,Mont.,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1
74,2015,7,Nev.,0,0,2,0,1,0,0,2,0,0,0,0,1,0,1
75,2015,7,N. Mex.,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
76,2015,7,Utah,0,0,2,0,1,0,0,1,0,1,0,0,1,0,0
77,2015,7,Wyo.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78,2015,7,PACIFIC,1,2,7,5,3,0,3,7,8,3,1,1,6,14,12
79,2015,7,Alaska,1,0,1,2,0,0,0,1,0,1,0,0,0,0,0
80,2015,7,Calif.,0,0,4,1,0,0,1,5,4,0,0,1,5,7,1
81,2015,7,Hawaii,N,0,0,N,N,0,0,1,0,0,0,0,1,1,1
82,2015,7,Oreg.,0,0,3,2,3,0,0,2,4,0,1,0,2,6,8
83,2015,7,Wash.,0,0,2,0,0,0,0,3,0,2,0,0,6,0,2
84,2015,7,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2015,7,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2015,7,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2015,7,P.R.,N,0,0,N,N,0,0,1,0,0,0,0,0,0,0
88,2015,7,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
102,2015,7,,,,,,,,,,,,,,,,
22,2015,8,UNITED STATES,38,408,"1,873",667,"1,253",3,24,54,71,165,4,7,16,50,72
23,2015,8,NEW ENGLAND,0,122,737,48,512,0,1,7,1,17,0,0,2,2,1
24,2015,8,Conn.,0,30,176,2,95,0,0,2,0,2,0,0,1,0,0
25,2015,8,Maine,0,16,94,26,43,0,0,1,0,2,0,0,1,0,0
26,2015,8,Mass.,0,56,429,0,292,0,1,5,0,10,0,0,1,0,1
27,2015,8,N.H.,0,3,67,0,46,0,0,1,0,2,0,0,0,0,0
28,2015,8,R.I.,0,11,83,4,7,0,0,3,1,1,0,0,2,2,0
29,2015,8,Vt.,0,8,48,16,29,0,0,2,0,0,0,0,0,0,0
30,2015,8,MID. ATLANTIC,23,189,956,413,567,2,6,24,19,43,1,1,3,3,4
31,2015,8,N.J.,0,39,191,51,192,0,1,5,1,5,0,0,1,1,1
32,2015,8,N.Y. (Upstate),9,46,172,71,69,1,1,4,6,7,0,0,2,1,1
33,2015,8,N.Y. City,0,3,441,19,4,0,3,16,8,21,1,0,2,1,1
34,2015,8,Pa.,14,84,637,272,302,1,1,7,4,10,0,0,2,0,1
35,2015,8,E.N. CENTRAL,0,15,131,19,42,0,2,6,9,18,0,1,3,4,7
36,2015,8,Ill.,0,1,21,0,1,0,1,4,3,4,0,0,2,1,2
37,2015,8,Ind.,0,1,12,3,1,0,0,3,2,3,0,0,1,0,0
38,2015,8,Mich.,0,1,11,3,4,0,0,2,1,5,0,0,1,1,1
39,2015,8,Ohio,0,2,10,6,1,0,0,3,3,6,0,0,2,2,2
40,2015,8,Wis.,0,10,99,7,35,0,0,2,0,0,0,0,1,0,2
41,2015,8,W.N. CENTRAL,0,2,23,2,6,0,1,4,3,12,0,0,2,5,7
42,2015,8,Iowa,0,1,20,1,1,0,0,2,0,4,0,0,1,2,1
43,2015,8,Kans.,0,0,2,0,0,0,0,2,0,2,0,0,0,0,1
44,2015,8,Minn.,0,0,0,0,3,0,0,0,0,2,0,0,1,0,2
45,2015,8,Mo.,0,0,2,0,0,0,0,1,2,2,0,0,1,2,2
46,2015,8,Nebr.,0,0,4,1,2,0,0,2,1,1,0,0,1,1,0
47,2015,8,N. Dak.,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0
48,2015,8,S. Dak.,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
49,2015,8,S. ATLANTIC,15,53,191,173,115,0,7,19,25,41,3,1,6,14,22
50,2015,8,Del.,2,6,24,16,22,0,0,1,0,1,0,0,0,0,1
51,2015,8,D.C.,0,1,4,4,8,0,0,2,1,0,0,0,1,0,0
52,2015,8,Fla.,1,2,12,15,9,0,1,4,8,6,3,1,4,7,10
53,2015,8,Ga.,0,0,1,0,0,0,1,5,1,9,0,0,2,1,3
54,2015,8,Md.,1,17,82,84,51,0,2,9,8,16,0,0,1,1,1
55,2015,8,N.C.,0,0,78,9,3,0,0,8,1,1,0,0,3,2,5
56,2015,8,S.C.,0,1,3,1,2,0,0,1,1,1,0,0,3,0,1
57,2015,8,Va.,11,17,128,36,18,0,1,5,5,6,0,0,2,3,1
58,2015,8,W. Va.,0,2,15,8,2,0,0,1,0,1,0,0,1,0,0
59,2015,8,E.S. CENTRAL,0,2,10,4,3,1,0,5,2,7,0,0,2,1,2
60,2015,8,Ala.,0,1,7,4,0,0,0,3,1,0,0,0,1,0,0
61,2015,8,Ky.,0,0,5,0,3,0,0,2,0,2,0,0,1,0,1
62,2015,8,Miss.,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
63,2015,8,Tenn.,0,0,3,0,0,1,0,2,1,5,0,0,2,1,1
64,2015,8,W.S. CENTRAL,0,0,6,0,0,0,2,10,3,10,0,0,4,4,8
65,2015,8,Ark.,0,0,0,0,0,0,0,1,2,1,0,0,1,1,0
66,2015,8,La.,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2
67,2015,8,Okla.,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2
68,2015,8,Tex.,0,0,5,0,0,0,1,9,1,8,0,0,3,3,4
69,2015,8,MOUNTAIN,0,1,8,4,4,0,1,6,1,11,0,0,3,0,10
70,2015,8,Ariz.,0,0,6,4,1,0,0,3,1,7,0,0,2,0,3
71,2015,8,Colo.,0,0,0,0,0,0,0,3,0,2,0,0,1,0,3
72,2015,8,Idaho,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
73,2015,8,Mont.,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1
74,2015,8,Nev.,0,0,2,0,1,0,0,2,0,0,0,0,1,0,1
75,2015,8,N. Mex.,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
76,2015,8,Utah,0,0,2,0,1,0,0,1,0,1,0,0,0,0,1
77,2015,8,Wyo.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78,2015,8,PACIFIC,0,2,7,4,4,0,3,7,8,6,0,1,7,17,11
79,2015,8,Alaska,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0
80,2015,8,Calif.,0,0,4,1,1,0,1,5,4,0,0,1,5,10,0
81,2015,8,Hawaii,N,0,0,N,N,0,0,1,0,0,0,0,1,1,1
82,2015,8,Oreg.,0,0,3,1,3,0,0,2,4,0,0,0,2,6,8
83,2015,8,Wash.,0,0,2,0,0,0,0,3,0,5,0,0,6,0,2
84,2015,8,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2015,8,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2015,8,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2015,8,P.R.,N,0,0,N,N,0,0,1,0,0,0,0,0,0,0
88,2015,8,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
102,2015,8,,,,,,,,,,,,,,,,
22,2015,9,UNITED STATES,39,413,"1,879",803,"1,443",6,25,54,81,183,2,7,16,56,84
23,2015,9,NEW ENGLAND,2,125,738,66,560,0,1,7,1,17,0,0,2,3,2
24,2015,9,Conn.,0,30,177,2,104,0,0,2,0,2,0,0,1,0,0
25,2015,9,Maine,1,16,94,32,43,0,0,1,0,2,0,0,1,0,0
26,2015,9,Mass.,0,62,429,0,324,0,1,5,0,10,0,0,1,0,2
27,2015,9,N.H.,0,3,67,0,50,0,0,1,0,2,0,0,0,0,0
28,2015,9,R.I.,1,11,84,14,10,0,0,3,1,1,0,0,2,2,0
29,2015,9,Vt.,0,8,48,18,29,0,0,2,0,0,0,0,1,1,0
30,2015,9,MID. ATLANTIC,22,191,956,504,681,2,6,24,22,46,0,1,3,4,5
31,2015,9,N.J.,0,38,191,92,249,0,1,5,2,5,0,0,1,2,2
32,2015,9,N.Y. (Upstate),9,46,172,80,84,1,1,4,7,8,0,0,2,1,1
33,2015,9,N.Y. City,4,3,441,23,10,1,3,16,9,22,0,0,2,1,1
34,2015,9,Pa.,9,84,637,309,338,0,1,6,4,11,0,0,2,0,1
35,2015,9,E.N. CENTRAL,0,15,132,20,53,0,2,6,11,19,0,1,3,4,8
36,2015,9,Ill.,0,1,21,0,2,0,1,4,5,4,0,0,2,1,2
37,2015,9,Ind.,0,1,12,3,1,0,0,3,2,4,0,0,1,0,0
38,2015,9,Mich.,0,1,11,3,4,0,0,2,1,5,0,0,1,1,1
39,2015,9,Ohio,0,1,10,6,3,0,0,3,3,6,0,0,2,2,3
40,2015,9,Wis.,0,10,100,8,43,0,0,2,0,0,0,0,1,0,2
41,2015,9,W.N. CENTRAL,0,2,23,2,7,0,1,4,3,12,0,0,2,5,7
42,2015,9,Iowa,0,1,20,1,1,0,0,2,0,4,0,0,1,2,1
43,2015,9,Kans.,0,0,2,0,1,0,0,2,0,2,0,0,0,0,1
44,2015,9,Minn.,0,0,0,0,3,0,0,0,0,2,0,0,1,0,2
45,2015,9,Mo.,0,0,2,0,0,0,0,1,2,2,0,0,1,2,2
46,2015,9,Nebr.,0,0,4,1,2,0,0,2,1,1,0,0,1,1,0
47,2015,9,N. Dak.,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0
48,2015,9,S. Dak.,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
49,2015,9,S. ATLANTIC,14,53,195,197,132,2,7,19,28,53,2,1,5,17,28
50,2015,9,Del.,1,6,24,17,26,0,0,1,0,1,0,0,0,0,1
51,2015,9,D.C.,0,1,4,4,8,0,0,2,1,0,1,0,1,1,0
52,2015,9,Fla.,2,2,12,17,10,0,1,4,8,7,1,1,4,8,11
53,2015,9,Ga.,0,0,1,0,0,0,1,5,1,10,0,0,2,1,3
54,2015,9,Md.,0,18,82,90,61,1,2,8,9,22,0,0,1,1,2
55,2015,9,N.C.,3,0,78,12,3,1,0,8,2,1,0,0,2,2,8
56,2015,9,S.C.,0,1,3,1,2,0,0,1,1,2,0,0,3,0,1
57,2015,9,Va.,8,17,134,46,20,0,1,5,6,9,0,0,2,4,2
58,2015,9,W. Va.,0,2,15,10,2,0,0,1,0,1,0,0,1,0,0
59,2015,9,E.S. CENTRAL,1,2,10,5,3,0,0,5,2,7,0,0,2,1,2
60,2015,9,Ala.,0,1,7,4,0,0,0,3,1,0,0,0,1,0,0
61,2015,9,Ky.,1,0,5,1,3,0,0,2,0,2,0,0,1,0,1
62,2015,9,Miss.,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
63,2015,9,Tenn.,0,0,3,0,0,0,0,2,1,5,0,0,2,1,1
64,2015,9,W.S. CENTRAL,0,0,6,0,0,1,2,10,4,11,0,0,4,4,9
65,2015,9,Ark.,0,0,0,0,0,0,0,1,2,2,0,0,1,1,0
66,2015,9,La.,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2
67,2015,9,Okla.,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2
68,2015,9,Tex.,0,0,6,0,0,1,1,9,2,8,0,0,3,3,5
69,2015,9,MOUNTAIN,0,1,8,4,4,0,1,6,1,12,0,0,3,0,10
70,2015,9,Ariz.,0,0,6,4,1,0,0,3,1,8,0,0,2,0,3
71,2015,9,Colo.,0,0,0,0,0,0,0,3,0,2,0,0,1,0,3
72,2015,9,Idaho,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
73,2015,9,Mont.,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1
74,2015,9,Nev.,0,0,2,0,1,0,0,2,0,0,0,0,1,0,1
75,2015,9,N. Mex.,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
76,2015,9,Utah,0,0,2,0,1,0,0,1,0,1,0,0,0,0,1
77,2015,9,Wyo.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78,2015,9,PACIFIC,0,2,8,5,3,1,3,7,9,6,0,1,7,18,13
79,2015,9,Alaska,0,0,1,2,0,1,0,1,1,1,0,0,0,0,0
80,2015,9,Calif.,0,1,5,1,0,0,1,5,4,0,0,1,5,11,0
81,2015,9,Hawaii,N,0,0,N,N,0,0,1,0,0,0,0,1,1,1
82,2015,9,Oreg.,0,1,3,2,3,0,0,2,4,0,0,0,2,6,8
83,2015,9,Wash.,0,0,2,0,0,0,0,3,0,5,0,0,6,0,4
84,2015,9,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2015,9,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2015,9,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2015,9,P.R.,N,0,0,N,N,0,0,1,0,0,0,0,0,0,0
88,2015,9,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
102,2015,9,,,,,,,,,,,,,,,,
22,2015,10,UNITED STATES,42,419,"1,903",930,"1,627",7,25,54,99,214,9,7,16,71,113
23,2015,10,NEW ENGLAND,0,130,742,84,617,0,1,7,5,18,0,0,2,5,2
24,2015,10,Conn.,0,31,177,2,116,0,0,2,0,3,0,0,1,0,0
25,2015,10,Maine,0,16,94,38,48,0,0,1,0,2,0,0,1,0,0
26,2015,10,Mass.,0,51,446,10,354,0,1,5,4,10,0,0,1,2,2
27,2015,10,N.H.,0,3,67,0,54,0,0,1,0,2,0,0,0,0,0
28,2015,10,R.I.,0,11,84,14,13,0,0,3,1,1,0,0,2,2,0
29,2015,10,Vt.,0,8,48,20,32,0,0,2,0,0,0,0,1,1,0
30,2015,10,MID. ATLANTIC,26,192,958,589,776,3,7,24,25,48,4,1,3,8,5
31,2015,10,N.J.,1,38,191,117,272,0,1,5,2,6,0,0,1,2,2
32,2015,10,N.Y. (Upstate),13,43,172,93,96,2,1,4,9,8,1,0,2,2,1
33,2015,10,N.Y. City,0,3,441,23,14,1,3,16,10,22,1,0,2,2,1
34,2015,10,Pa.,12,83,639,356,394,0,1,6,4,12,2,0,2,2,1
35,2015,10,E.N. CENTRAL,0,15,133,22,62,1,2,6,12,20,2,1,3,8,9
36,2015,10,Ill.,0,1,21,2,3,0,1,4,5,5,0,0,2,1,2
37,2015,10,Ind.,0,1,12,3,2,0,0,3,2,4,0,0,1,1,1
38,2015,10,Mich.,0,1,11,3,4,0,0,2,1,5,0,0,1,2,1
39,2015,10,Ohio,0,1,10,6,5,1,0,3,4,6,2,0,2,4,3
40,2015,10,Wis.,0,10,101,8,48,0,0,2,0,0,0,0,1,0,2
41,2015,10,W.N. CENTRAL,1,2,23,3,9,0,1,4,4,13,0,0,2,5,7
