,year,mmwr_week,Reporting Area,"Meningococcal disease, all serogroups current week","Meningococcal disease, all serogroups previous 52 weeks median ","Meningococcal disease, all serogroups previous 52 weeks maximum ","Meningococcal disease, all serogroups cummulative for 2018","Meningococcal disease, all serogroups cummulative for 2017",Mumps current week,Mumps previous 52 weeks median ,Mumps previous 52 weeks maximum ,Mumps cummulative for 2018,Mumps cummulative for 2017,Pertussis current week,Pertussis previous 52 weeks median ,Pertussis previous 52 weeks maximum ,Pertussis cummulative for 2018,Pertussis cummulative for 2017
67,2018,5,Texas,2,0,2,3,1,1,5,24,4,51,13,30,122,28,43
68,2018,5,Mountain,0,0,2,2,4,1,1,17,3,31,7,35,65,93,161
69,2018,5,Arizona,0,0,1,1,2,0,0,12,2,0,4,7,17,33,35
70,2018,5,Colorado,0,0,1,0,1,0,0,13,0,23,0,11,36,0,69
71,2018,5,Idaho,0,0,1,1,1,1,0,2,1,1,3,1,14,36,2
72,2018,5,Montana,0,0,1,0,0,0,0,2,0,0,0,1,18,11,0
73,2018,5,Nevada,0,0,1,0,0,0,0,1,0,2,0,1,9,1,3
74,2018,5,New Mexico,0,0,1,0,0,0,0,1,0,0,0,3,11,10,33
75,2018,5,Utah,0,0,1,0,0,0,0,9,0,5,0,7,23,2,19
76,2018,5,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
77,2018,5,Pacific,0,2,6,10,15,0,35,123,73,46,7,57,163,59,189
78,2018,5,Alaska,0,0,1,0,0,0,1,25,20,0,0,1,4,1,13
79,2018,5,California,0,1,4,6,10,0,1,11,5,17,0,38,68,35,155
80,2018,5,Hawaii,0,0,1,0,0,0,17,44,45,1,0,0,2,1,3
81,2018,5,Oregon,0,0,2,4,5,0,1,4,2,14,0,5,11,14,12
82,2018,5,Washington,0,0,4,0,0,0,5,113,1,14,7,9,137,8,6
84,2018,5,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2018,5,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2018,5,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2018,5,Puerto Rico,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
88,2018,5,U.S. Virgin Islands,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21,2018,6,United States,2,7,13,40,51,6,82,241,196,942,57,337,487,695,"1,696"
22,2018,6,New England,0,0,2,1,1,0,4,14,6,11,4,19,32,49,117
23,2018,6,Connecticut,0,0,0,0,0,0,0,2,0,1,0,1,5,6,7
24,2018,6,Maine,0,0,1,0,0,0,0,1,1,1,3,7,19,27,42
25,2018,6,Massachusetts,0,0,1,1,1,0,3,14,3,8,0,6,19,8,15
26,2018,6,New Hampshire,0,0,0,0,0,0,0,2,0,1,0,1,5,3,5
27,2018,6,Rhode Island,0,0,1,0,0,0,0,10,0,0,1,0,9,3,4
28,2018,6,Vermont,0,0,1,0,0,0,0,1,2,0,0,1,7,2,44
29,2018,6,Middle Atlantic,0,1,3,3,3,3,10,63,41,78,5,35,67,78,227
30,2018,6,New Jersey,0,0,1,1,1,0,0,2,1,8,0,5,28,2,56
31,2018,6,New York (excluding New York City),0,0,2,1,1,0,3,54,9,16,0,9,26,17,37
32,2018,6,New York City,0,0,3,1,0,0,4,11,23,47,0,3,6,11,23
33,2018,6,Pennsylvania,0,0,2,0,1,3,1,15,8,7,5,17,31,48,111
34,2018,6,East North Central,0,1,3,3,7,1,5,28,8,71,7,60,101,134,412
35,2018,6,Illinois,0,0,2,0,0,0,3,22,0,25,0,10,43,1,83
36,2018,6,Indiana,0,0,2,0,0,0,0,4,2,9,0,6,19,13,15
37,2018,6,Michigan,0,0,1,0,1,0,0,2,1,1,0,11,21,23,89
38,2018,6,Ohio,0,0,1,2,4,1,0,7,5,7,7,15,34,68,127
39,2018,6,Wisconsin,0,0,1,1,2,0,0,9,0,29,0,14,28,29,98
40,2018,6,West North Central,0,0,2,2,1,0,4,60,14,173,1,24,115,57,190
41,2018,6,Iowa,0,0,1,0,0,0,1,9,3,31,0,3,8,4,9
42,2018,6,Kansas,0,0,1,0,0,0,0,19,1,17,0,3,11,8,25
43,2018,6,Minnesota,0,0,2,0,0,0,0,10,0,2,0,9,22,0,88
44,2018,6,Missouri,0,0,1,2,1,0,2,40,9,121,0,6,87,23,40
45,2018,6,Nebraska,0,0,1,0,0,0,0,2,1,0,1,2,14,18,13
46,2018,6,North Dakota,0,0,0,0,0,0,0,2,0,2,0,0,4,1,14
47,2018,6,South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1
48,2018,6,South Atlantic,0,1,5,8,12,0,5,15,20,18,0,29,45,66,142
49,2018,6,Delaware,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0
50,2018,6,District of Columbia,0,0,1,0,0,0,0,12,0,1,0,0,3,2,5
51,2018,6,Florida,0,0,2,3,7,0,1,9,10,1,0,8,21,23,21
52,2018,6,Georgia,0,0,2,1,1,0,1,6,6,6,0,2,13,0,17
53,2018,6,Maryland,0,0,2,2,0,0,0,1,2,2,0,2,6,10,13
54,2018,6,North Carolina,0,0,2,1,0,0,0,3,0,2,0,7,24,26,35
55,2018,6,South Carolina,0,0,2,0,2,0,0,2,0,0,0,2,12,0,33
56,2018,6,Virginia,0,0,3,1,2,0,0,3,2,6,0,5,14,3,15
57,2018,6,West Virginia,0,0,1,0,0,0,0,1,0,0,0,0,2,2,3
58,2018,6,East South Central,0,0,2,0,1,1,2,13,4,7,3,15,41,50,88
59,2018,6,Alabama,0,0,1,0,0,0,0,11,1,2,0,4,17,7,10
60,2018,6,Kentucky,0,0,1,0,0,0,0,3,1,2,0,6,28,24,54
61,2018,6,Mississippi,0,0,1,0,0,0,0,8,0,1,0,1,2,4,6
62,2018,6,Tennessee,0,0,2,0,1,1,1,6,2,2,3,3,9,15,18
63,2018,6,West South Central,1,0,2,4,2,1,8,71,9,490,13,38,134,53,90
64,2018,6,Arkansas,0,0,1,0,0,0,0,44,0,370,0,3,11,6,18
65,2018,6,Louisiana,0,0,1,0,1,0,0,3,1,0,0,0,5,0,6
66,2018,6,Oklahoma,0,0,1,0,0,0,0,25,0,49,0,0,43,0,0
67,2018,6,Texas,1,0,2,4,1,1,5,24,8,71,13,30,129,47,66
68,2018,6,Mountain,0,0,2,2,4,0,1,17,2,42,18,35,65,119,209
69,2018,6,Arizona,0,0,1,1,2,0,0,12,1,0,11,7,17,45,45
70,2018,6,Colorado,0,0,1,0,1,0,0,13,0,33,0,11,36,0,81
71,2018,6,Idaho,0,0,1,1,1,0,0,2,1,1,6,1,14,44,8
72,2018,6,Montana,0,0,1,0,0,0,0,2,0,0,1,1,18,12,0
73,2018,6,Nevada,0,0,1,0,0,0,0,1,0,2,0,1,9,1,9
74,2018,6,New Mexico,0,0,1,0,0,0,0,1,0,0,0,2,11,13,36
75,2018,6,Utah,0,0,1,0,0,0,0,9,0,6,0,7,23,4,30
76,2018,6,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
77,2018,6,Pacific,1,2,6,17,20,0,35,123,92,52,6,58,168,89,221
78,2018,6,Alaska,0,0,1,0,0,0,1,25,39,0,0,0,4,1,13
79,2018,6,California,0,1,4,12,14,0,1,11,5,18,0,37,68,56,181
80,2018,6,Hawaii,0,0,1,0,0,0,18,44,45,2,0,0,2,1,4
81,2018,6,Oregon,0,0,2,4,6,0,1,4,2,16,0,5,11,17,15
82,2018,6,Washington,1,0,4,1,0,0,3,113,1,16,6,9,137,14,8
84,2018,6,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2018,6,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2018,6,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2018,6,Puerto Rico,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
88,2018,6,U.S. Virgin Islands,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21,2018,7,United States,2,7,13,49,56,12,80,249,265,"1,123",72,337,521,890,"1,965"
22,2018,7,New England,0,0,2,1,1,0,4,14,7,18,0,20,32,61,132
23,2018,7,Connecticut,0,0,0,0,0,0,0,2,0,2,0,1,5,10,9
24,2018,7,Maine,0,0,1,0,0,0,0,1,1,1,0,7,19,28,49
25,2018,7,Massachusetts,0,0,1,1,1,0,3,14,4,14,0,6,19,14,18
26,2018,7,New Hampshire,0,0,0,0,0,0,0,2,0,1,0,1,5,3,7
27,2018,7,Rhode Island,0,0,1,0,0,0,0,11,0,0,0,1,17,4,4
28,2018,7,Vermont,0,0,1,0,0,0,0,1,2,0,0,1,7,2,45
29,2018,7,Middle Atlantic,0,1,3,3,3,2,10,63,56,91,12,35,67,103,256
30,2018,7,New Jersey,0,0,1,1,1,0,0,2,1,9,0,5,28,2,61
31,2018,7,New York (excluding New York City),0,0,2,1,1,0,3,54,13,23,3,9,26,24,40
32,2018,7,New York City,0,0,3,1,0,0,4,11,32,49,0,3,6,13,25
33,2018,7,Pennsylvania,0,0,2,0,1,2,1,15,10,10,9,17,31,64,130
34,2018,7,East North Central,1,1,3,4,8,1,4,28,12,90,10,60,101,153,459
35,2018,7,Illinois,0,0,2,0,0,0,3,22,0,33,0,10,43,1,90
36,2018,7,Indiana,0,0,2,0,0,0,0,4,3,12,1,6,19,16,17
37,2018,7,Michigan,0,0,1,0,1,0,0,2,3,2,0,11,23,30,98
38,2018,7,Ohio,1,0,1,3,4,1,0,7,6,12,9,14,34,77,142
39,2018,7,Wisconsin,0,0,1,1,3,0,0,7,0,31,0,14,28,29,112
40,2018,7,West North Central,0,0,2,2,1,0,3,60,14,218,2,24,117,61,219
41,2018,7,Iowa,0,0,1,0,0,0,1,9,3,36,0,3,8,5,10
42,2018,7,Kansas,0,0,1,0,0,0,0,19,1,29,0,3,11,8,25
43,2018,7,Minnesota,0,0,2,0,0,0,0,10,0,2,0,10,22,0,106
44,2018,7,Missouri,0,0,1,2,1,0,2,40,9,149,0,5,87,23,45
45,2018,7,Nebraska,0,0,1,0,0,0,0,2,1,0,2,2,14,21,17
46,2018,7,North Dakota,0,0,0,0,0,0,0,2,0,2,0,0,4,1,15
47,2018,7,South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1
48,2018,7,South Atlantic,1,1,5,10,13,2,5,15,26,24,8,29,46,95,163
49,2018,7,Delaware,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0
50,2018,7,District of Columbia,0,0,1,0,0,0,0,12,1,1,0,0,3,2,5
51,2018,7,Florida,1,0,2,4,7,1,1,9,11,1,6,8,21,34,29
52,2018,7,Georgia,0,0,2,1,1,0,1,4,8,12,0,2,11,0,23
53,2018,7,Maryland,0,0,2,3,1,0,0,1,2,2,2,2,6,14,15
54,2018,7,North Carolina,0,0,2,1,0,0,0,3,0,2,0,7,24,39,37
55,2018,7,South Carolina,0,0,2,0,2,0,0,2,0,0,0,2,12,0,35
56,2018,7,Virginia,0,0,3,1,2,1,0,3,3,6,0,5,20,3,16
57,2018,7,West Virginia,0,0,1,0,0,0,0,1,1,0,0,0,2,3,3
58,2018,7,East South Central,0,0,2,0,2,0,2,13,4,9,1,15,41,65,115
59,2018,7,Alabama,0,0,1,0,0,0,0,11,1,4,0,4,17,12,10
60,2018,7,Kentucky,0,0,1,0,0,0,0,3,1,2,1,6,28,32,72
61,2018,7,Mississippi,0,0,1,0,0,0,0,8,0,1,0,0,2,5,6
62,2018,7,Tennessee,0,0,2,0,2,0,1,6,2,2,0,3,9,16,27
63,2018,7,West South Central,0,0,3,6,2,0,8,71,10,543,11,38,135,75,120
64,2018,7,Arkansas,0,0,1,0,0,0,0,39,0,405,2,3,11,9,19
65,2018,7,Louisiana,0,0,1,0,1,0,0,16,2,0,1,1,5,10,7
66,2018,7,Oklahoma,0,0,1,0,0,0,0,25,0,52,0,0,43,0,0
67,2018,7,Texas,0,0,3,6,1,0,5,24,8,86,8,30,129,56,94
68,2018,7,Mountain,0,0,2,3,4,1,1,17,3,52,18,35,65,164,244
69,2018,7,Arizona,0,0,1,1,2,0,0,12,1,0,12,8,17,59,50
70,2018,7,Colorado,0,0,1,0,1,0,0,13,0,39,0,11,36,0,99
71,2018,7,Idaho,0,0,1,2,1,0,0,2,1,2,6,1,14,58,8
72,2018,7,Montana,0,0,1,0,0,0,0,2,0,1,0,1,18,13,0
73,2018,7,Nevada,0,0,1,0,0,0,0,1,0,3,0,1,9,2,9
74,2018,7,New Mexico,0,0,1,0,0,1,0,1,1,0,0,3,11,20,41
75,2018,7,Utah,0,0,1,0,0,0,0,9,0,7,0,7,23,12,37
76,2018,7,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
77,2018,7,Pacific,0,2,6,20,22,6,36,123,133,78,10,58,173,113,257
78,2018,7,Alaska,0,0,1,0,0,0,1,25,39,0,0,0,4,1,14
79,2018,7,California,0,1,4,13,16,0,1,11,6,25,0,37,68,72,215
80,2018,7,Hawaii,0,0,1,0,0,1,17,44,77,2,1,0,2,3,4
81,2018,7,Oregon,0,0,2,6,6,0,1,4,5,18,1,5,11,20,16
82,2018,7,Washington,0,0,4,1,0,5,3,113,6,33,8,9,137,17,8
84,2018,7,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2018,7,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2018,7,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2018,7,Puerto Rico,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
88,2018,7,U.S. Virgin Islands,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21,2018,8,United States,3,7,14,56,65,9,79,249,304,"1,322",40,337,529,"1,011","2,199"
22,2018,8,New England,0,0,2,1,1,1,4,14,8,20,0,20,32,62,144
23,2018,8,Connecticut,0,0,0,0,0,0,0,2,0,2,0,1,5,10,9
24,2018,8,Maine,0,0,1,0,0,1,0,1,2,1,0,6,19,28,52
25,2018,8,Massachusetts,0,0,1,1,1,0,3,14,4,16,0,6,19,14,23
26,2018,8,New Hampshire,0,0,0,0,0,0,0,2,0,1,0,1,5,4,8
27,2018,8,Rhode Island,0,0,1,0,0,0,0,11,0,0,0,1,17,4,5
28,2018,8,Vermont,0,0,1,0,0,0,0,1,2,0,0,1,7,2,47
29,2018,8,Middle Atlantic,0,1,3,3,5,2,10,63,71,112,14,35,67,124,289
30,2018,8,New Jersey,0,0,1,1,1,0,0,2,1,10,0,5,28,3,65
31,2018,8,New York (excluding New York City),0,0,2,1,3,1,3,54,14,25,7,9,26,31,46
32,2018,8,New York City,0,0,3,1,0,0,4,12,45,53,0,3,6,16,29
33,2018,8,Pennsylvania,0,0,2,0,1,1,1,15,11,24,7,16,31,74,149
34,2018,8,East North Central,2,1,3,7,8,0,4,28,13,118,7,60,101,171,485
35,2018,8,Illinois,0,0,2,0,0,0,3,22,0,51,0,10,43,1,94
36,2018,8,Indiana,0,0,2,0,0,0,0,4,3,13,0,6,19,18,18
37,2018,8,Michigan,0,0,1,1,1,0,0,2,3,4,0,11,23,33,109
38,2018,8,Ohio,2,0,1,5,4,0,0,7,6,18,7,14,34,84,146
39,2018,8,Wisconsin,0,0,1,1,3,0,0,7,1,32,0,13,28,35,118
40,2018,8,West North Central,0,0,3,5,4,1,3,60,16,270,0,24,117,68,250
41,2018,8,Iowa,0,0,1,0,0,0,1,9,4,42,0,3,8,5,11
42,2018,8,Kansas,0,0,1,0,1,0,0,19,1,42,0,3,11,11,26
43,2018,8,Minnesota,0,0,2,0,1,0,0,10,0,3,0,11,22,0,121
44,2018,8,Missouri,0,0,3,5,1,1,1,40,10,179,0,5,87,26,58
45,2018,8,Nebraska,0,0,1,0,1,0,0,2,1,1,0,2,14,21,18
46,2018,8,North Dakota,0,0,0,0,0,0,0,2,0,3,0,0,4,2,15
47,2018,8,South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1
48,2018,8,South Atlantic,1,1,5,12,13,2,5,15,31,28,7,29,46,112,197
49,2018,8,Delaware,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0
50,2018,8,District of Columbia,0,0,1,0,0,0,0,12,1,2,0,0,3,2,5
51,2018,8,Florida,1,0,2,6,7,2,1,9,13,1,7,8,21,41,38
52,2018,8,Georgia,0,0,2,1,1,0,1,4,8,15,0,2,11,0,26
53,2018,8,Maryland,0,0,2,3,1,0,0,1,2,2,0,2,6,14,18
54,2018,8,North Carolina,0,0,2,1,0,0,0,3,0,2,0,8,24,49,43
55,2018,8,South Carolina,0,0,2,0,2,0,0,2,0,0,0,2,12,0,47
56,2018,8,Virginia,0,0,3,1,2,0,0,4,6,6,0,5,20,3,17
57,2018,8,West Virginia,0,0,1,0,0,0,0,1,1,0,0,0,2,3,3
58,2018,8,East South Central,0,0,2,0,3,1,2,13,7,11,0,14,41,68,130
59,2018,8,Alabama,0,0,1,0,0,0,0,11,1,5,0,4,17,12,14
60,2018,8,Kentucky,0,0,1,0,0,0,0,3,3,2,0,6,28,32,81
61,2018,8,Mississippi,0,0,1,0,1,0,0,8,0,1,0,1,3,8,7
62,2018,8,Tennessee,0,0,2,0,2,1,1,6,3,3,0,3,8,16,28
63,2018,8,West South Central,0,0,3,6,2,1,8,71,12,614,0,38,135,75,140
64,2018,8,Arkansas,0,0,1,0,0,0,0,39,0,444,0,3,11,9,21
65,2018,8,Louisiana,0,0,1,0,1,0,0,16,2,0,0,1,5,10,8
66,2018,8,Oklahoma,0,0,1,0,0,0,0,25,0,60,0,0,43,0,0
67,2018,8,Texas,0,0,3,6,1,1,4,24,10,110,0,30,129,56,111
68,2018,8,Mountain,0,0,2,3,4,0,1,17,3,61,4,35,65,174,271
69,2018,8,Arizona,0,0,1,1,2,0,0,12,1,1,4,8,17,66,55
70,2018,8,Colorado,0,0,1,0,1,0,0,13,0,40,0,11,36,0,113
71,2018,8,Idaho,0,0,1,2,1,0,0,2,1,4,0,1,14,58,8
72,2018,8,Montana,0,0,1,0,0,0,0,2,0,1,0,1,18,13,0
73,2018,8,Nevada,0,0,1,0,0,0,0,1,0,3,0,1,9,2,10
74,2018,8,New Mexico,0,0,1,0,0,0,0,1,1,0,0,2,11,20,42
75,2018,8,Utah,0,0,1,0,0,0,0,9,0,12,0,7,23,15,43
76,2018,8,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
77,2018,8,Pacific,0,2,6,19,25,1,36,123,143,88,8,58,174,157,293
78,2018,8,Alaska,0,0,1,0,0,0,1,25,39,0,0,0,4,1,14
79,2018,8,California,0,1,4,12,17,0,1,11,6,27,0,37,68,95,237
80,2018,8,Hawaii,0,0,1,0,0,0,17,44,86,2,0,0,2,3,4
81,2018,8,Oregon,0,0,2,6,8,0,1,4,5,19,2,5,11,36,19
82,2018,8,Washington,0,0,4,1,0,1,3,113,7,40,6,9,137,22,19
84,2018,8,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2018,8,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2018,8,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2018,8,Puerto Rico,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
88,2018,8,U.S. Virgin Islands,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21,2018,9,United States,4,6,14,62,70,14,79,249,382,"1,503",32,337,554,"1,121","2,512"
22,2018,9,New England,0,0,2,1,1,0,4,14,17,25,0,20,40,63,158
23,2018,9,Connecticut,0,0,0,0,0,0,0,2,0,2,0,1,5,11,9
24,2018,9,Maine,0,0,1,0,0,0,0,1,2,1,0,6,19,28,58
25,2018,9,Massachusetts,0,0,1,1,1,0,3,14,4,21,0,6,19,14,27
26,2018,9,New Hampshire,0,0,0,0,0,0,0,2,0,1,0,1,5,4,10
27,2018,9,Rhode Island,0,0,1,0,0,0,0,11,0,0,0,0,24,4,5
28,2018,9,Vermont,0,0,1,0,0,0,0,7,11,0,0,1,7,2,49
29,2018,9,Middle Atlantic,1,1,3,5,6,4,10,63,88,134,7,35,67,138,325
30,2018,9,New Jersey,0,0,1,1,1,0,0,2,5,10,0,5,28,3,76
31,2018,9,New York (excluding New York City),0,0,1,1,4,3,3,54,17,28,3,9,26,35,54
32,2018,9,New York City,0,0,3,1,0,0,4,15,52,57,0,3,6,17,30
33,2018,9,Pennsylvania,1,0,2,2,1,1,1,15,14,39,4,17,31,83,165
34,2018,9,East North Central,0,1,3,7,8,1,4,26,16,136,12,60,101,199,551
35,2018,9,Illinois,0,0,2,0,0,0,2,22,0,57,0,10,43,1,107
36,2018,9,Indiana,0,0,2,0,0,0,0,4,4,17,0,6,19,21,20
37,2018,9,Michigan,0,0,1,1,1,0,0,2,4,4,1,11,23,39,115
38,2018,9,Ohio,0,0,2,5,4,1,0,7,7,24,11,14,34,95,180
39,2018,9,Wisconsin,0,0,1,1,3,0,0,7,1,34,0,13,28,43,129
40,2018,9,West North Central,0,0,3,5,4,0,3,60,17,330,0,24,117,70,289
41,2018,9,Iowa,0,0,1,0,0,0,1,9,5,42,0,3,8,6,11
42,2018,9,Kansas,0,0,1,0,1,0,0,19,1,57,0,3,11,11,28
43,2018,9,Minnesota,0,0,2,0,1,0,0,10,0,7,0,10,22,0,143
44,2018,9,Missouri,0,0,3,5,1,0,1,40,10,219,0,5,87,27,70
45,2018,9,Nebraska,0,0,1,0,1,0,0,2,1,1,0,2,14,21,21
46,2018,9,North Dakota,0,0,0,0,0,0,0,2,0,4,0,0,4,2,15
47,2018,9,South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1
48,2018,9,South Atlantic,2,1,5,14,14,2,5,15,33,34,9,29,47,124,228
49,2018,9,Delaware,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0
50,2018,9,District of Columbia,0,0,1,0,0,0,0,12,1,3,0,0,3,2,6
51,2018,9,Florida,2,0,2,8,7,1,1,9,14,3,9,8,21,50,42
52,2018,9,Georgia,0,0,2,1,2,0,1,4,8,17,0,2,11,0,30
53,2018,9,Maryland,0,0,2,3,1,0,0,1,2,2,0,2,6,14,21
54,2018,9,North Carolina,0,0,2,1,0,0,0,3,0,2,0,8,24,52,52
55,2018,9,South Carolina,0,0,2,0,2,0,0,2,0,0,0,2,8,0,53
56,2018,9,Virginia,0,0,3,1,2,1,0,4,7,7,0,5,21,3,21
57,2018,9,West Virginia,0,0,1,0,0,0,0,1,1,0,0,0,2,3,3
58,2018,9,East South Central,0,0,2,1,3,0,2,13,9,23,0,14,41,69,149
59,2018,9,Alabama,0,0,1,0,0,0,0,11,2,11,0,4,17,12,18
60,2018,9,Kentucky,0,0,1,0,0,0,0,3,3,2,0,6,28,32,89
61,2018,9,Mississippi,0,0,1,0,1,0,0,8,0,1,0,1,3,9,8
62,2018,9,Tennessee,0,0,2,1,2,0,1,6,4,9,0,3,8,16,34
63,2018,9,West South Central,0,0,3,6,3,5,6,64,17,650,0,38,143,75,165
64,2018,9,Arkansas,0,0,1,0,0,3,0,17,3,460,0,3,11,9,23
65,2018,9,Louisiana,0,0,1,0,2,0,0,16,2,0,0,0,5,10,11
66,2018,9,Oklahoma,0,0,1,0,0,0,0,25,0,60,0,0,43,0,0
67,2018,9,Texas,0,0,3,6,1,2,4,24,12,130,0,30,137,56,131
68,2018,9,Mountain,0,0,2,3,4,0,1,17,3,78,0,35,66,179,310
69,2018,9,Arizona,0,0,1,1,2,0,0,12,1,2,0,8,17,66,65
70,2018,9,Colorado,0,0,1,0,1,0,0,13,0,53,0,10,36,0,130
71,2018,9,Idaho,0,0,1,2,1,0,0,1,1,4,0,1,14,58,8
72,2018,9,Montana,0,0,1,0,0,0,0,2,0,2,0,1,18,13,0
73,2018,9,Nevada,0,0,1,0,0,0,0,1,0,3,0,1,9,2,12
74,2018,9,New Mexico,0,0,1,0,0,0,0,1,1,0,0,2,11,20,43
75,2018,9,Utah,0,0,1,0,0,0,0,9,0,14,0,7,23,20,52
76,2018,9,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
77,2018,9,Pacific,1,2,6,20,27,2,36,123,182,93,4,58,180,204,337
78,2018,9,Alaska,0,0,1,0,0,1,1,25,77,0,0,1,4,10,14
79,2018,9,California,0,1,4,12,18,0,1,11,6,28,0,38,68,126,274
80,2018,9,Hawaii,0,0,1,0,0,0,18,44,86,3,0,0,2,3,5
81,2018,9,Oregon,1,0,2,7,9,0,1,4,5,23,0,5,11,39,25
82,2018,9,Washington,0,0,4,1,0,1,2,113,8,39,4,9,141,26,19
84,2018,9,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2018,9,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2018,9,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2018,9,Puerto Rico,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
88,2018,9,U.S. Virgin Islands,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21,2018,10,United States,0,7,14,68,82,19,78,249,463,"1,706",70,343,580,"1,251","2,774"
22,2018,10,New England,0,0,2,1,1,0,4,14,17,29,4,20,40,67,176
23,2018,10,Connecticut,0,0,0,0,0,0,0,2,0,3,0,1,5,11,13
24,2018,10,Maine,0,0,1,0,0,0,0,1,2,1,4,7,19,32,65
25,2018,10,Massachusetts,0,0,1,1,1,0,3,14,4,24,0,6,19,14,29
26,2018,10,New Hampshire,0,0,0,0,0,0,0,2,0,1,0,1,5,4,11
27,2018,10,Rhode Island,0,0,1,0,0,0,0,11,0,0,0,0,24,4,8
28,2018,10,Vermont,0,0,1,0,0,0,0,7,11,0,0,1,7,2,50
29,2018,10,Middle Atlantic,0,1,3,6,6,4,11,63,105,144,10,35,67,159,348
30,2018,10,New Jersey,0,0,1,2,1,0,0,2,5,11,0,5,28,6,79
31,2018,10,New York (excluding New York City),0,0,1,1,4,4,3,54,21,30,5,9,26,40,56
32,2018,10,New York City,0,0,3,1,0,0,5,16,64,60,0,3,6,19,31
33,2018,10,Pennsylvania,0,0,2,2,1,0,1,15,15,43,5,17,31,94,182
34,2018,10,East North Central,0,1,3,7,9,0,4,26,17,158,0,60,101,214,609
35,2018,10,Illinois,0,0,2,0,0,0,2,22,0,71,0,10,43,1,124
36,2018,10,Indiana,0,0,2,0,1,0,0,4,4,20,0,6,19,22,25
37,2018,10,Michigan,0,0,1,1,1,0,0,2,5,6,0,12,25,53,122
38,2018,10,Ohio,0,0,2,5,4,0,0,7,7,27,0,14,28,95,194
39,2018,10,Wisconsin,0,0,1,1,3,0,0,7,1,34,0,13,28,43,144
40,2018,10,West North Central,0,0,3,5,6,1,3,54,20,384,2,26,117,77,308
41,2018,10,Iowa,0,0,1,0,0,0,1,9,7,44,0,3,8,10,12
42,2018,10,Kansas,0,0,1,0,1,0,0,19,1,76,0,3,11,12,32
43,2018,10,Minnesota,0,0,2,0,2,0,0,10,0,7,0,11,32,0,155
44,2018,10,Missouri,0,0,3,5,2,1,1,32,11,251,0,5,87,27,71
45,2018,10,Nebraska,0,0,1,0,1,0,0,2,1,1,2,2,14,23,22
46,2018,10,North Dakota,0,0,0,0,0,0,0,2,0,5,0,0,4,2,15
47,2018,10,South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1
48,2018,10,South Atlantic,0,1,5,17,18,9,5,15,47,39,4,28,52,132,227
49,2018,10,Delaware,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0
50,2018,10,District of Columbia,0,0,1,0,0,0,0,12,1,3,0,0,3,2,6
51,2018,10,Florida,0,0,2,8,7,0,1,9,14,3,2,8,21,52,51
